time_ms,voltage_V,current_mA,true_soc
4945000,3.772,30.1,0.60000
4946000,3.772,27.5,0.60000
4947000,3.788,32.4,0.60000
4948000,3.772,29.5,0.60000
4949000,3.768,36.1,0.60000
4950000,3.772,24.7,0.60000
4951000,3.776,34.3,0.60000
4952000,3.760,29.6,0.60000
4953000,3.784,29.8,0.60000
4954000,3.772,25.1,0.60000
4955000,3.768,28.5,0.60000
4956000,3.776,31.0,0.60000
4957000,3.768,31.7,0.60000
4958000,3.776,23.4,0.60000
4959000,3.788,28.0,0.60000
4960000,3.792,37.5,0.60000
4961000,3.780,26.2,0.60000
4962000,3.780,33.5,0.60000
4963000,3.784,28.6,0.60000
4964000,3.776,30.0,0.60000
4965000,3.780,23.8,0.60000
4966000,3.780,29.0,0.60000
4967000,3.776,30.9,0.60000
4968000,3.784,29.8,0.60000
4969000,3.764,29.2,0.60000
4970000,3.772,32.3,0.60000
4971000,3.768,24.7,0.60000
4972000,3.776,31.1,0.60000
4973000,3.776,21.5,0.60000
4974000,3.776,34.7,0.60000
4975000,3.788,29.3,0.60000
4976000,3.788,33.2,0.60000
4977000,3.792,18.9,0.60000
4978000,3.800,32.5,0.60000
4979000,3.764,26.9,0.60000
4980000,3.776,30.0,0.60000
4981000,3.788,32.6,0.60000
4982000,3.776,29.7,0.60000
4983000,3.776,32.1,0.60000
4984000,3.788,28.6,0.60000
4985000,3.788,35.0,0.60000
4986000,3.764,29.3,0.60000
4987000,3.776,29.4,0.60000
4988000,3.776,29.5,0.60000
4989000,3.772,29.9,0.60000
4990000,3.792,24.9,0.60000
4991000,3.780,26.1,0.60000
4992000,3.788,33.8,0.60000
4993000,3.784,33.2,0.60000
4994000,3.792,32.9,0.60000
4995000,3.768,31.7,0.60000
4996000,3.788,27.9,0.60000
4997000,3.796,27.5,0.60000
4998000,3.784,29.7,0.60000
4999000,3.780,34.5,0.60000
5000000,3.788,30.7,0.60000
5001000,3.780,24.1,0.60000
5002000,3.784,33.3,0.60000
5003000,3.768,35.9,0.60000
5004000,3.788,23.2,0.60000
5005000,3.780,33.5,0.60000
5006000,3.788,31.6,0.60000
5007000,3.776,26.7,0.60000
5008000,3.792,30.8,0.60000
5009000,3.780,25.3,0.60000
5010000,3.788,29.0,0.60000
5011000,3.780,30.0,0.60000
5012000,3.780,35.0,0.60000
5013000,3.772,28.8,0.60000
5014000,3.788,27.1,0.60000
5015000,3.788,31.3,0.60000
5016000,3.800,32.2,0.60000
5017000,3.772,27.0,0.60000
5018000,3.780,25.8,0.60000
5019000,3.784,26.1,0.60000
5020000,3.796,35.0,0.60000
5021000,3.800,32.0,0.60000
5022000,3.772,28.6,0.60000
5023000,3.768,34.2,0.60000
5024000,3.788,27.0,0.60000
5025000,3.784,29.6,0.60000
5026000,3.784,25.3,0.60000
5027000,3.784,34.0,0.60000
5028000,3.776,26.7,0.60000
5029000,3.788,26.8,0.60000
5030000,3.780,31.4,0.60000
5031000,3.788,21.2,0.60000
5032000,3.792,26.4,0.60000
5033000,3.776,27.0,0.60000
5034000,3.804,30.6,0.60000
5035000,3.788,33.0,0.60000
5036000,3.772,31.4,0.60000
5037000,3.764,25.5,0.60000
5038000,3.800,36.9,0.60000
5039000,3.788,31.6,0.60000
5040000,3.724,1043.8,0.60000
5041000,3.728,1057.2,0.59989
5042000,3.712,1047.7,0.59978
5043000,3.724,1055.5,0.59967
5044000,3.716,1043.0,0.59956
5045000,3.724,1044.9,0.59944
5046000,3.720,1050.8,0.59933
5047000,3.724,1053.1,0.59922
5048000,3.720,1054.2,0.59911
5049000,3.716,1062.2,0.59900
5050000,3.712,1046.4,0.59889
5051000,3.708,1049.2,0.59878
5052000,3.704,1051.2,0.59867
5053000,3.708,1050.6,0.59856
5054000,3.724,1048.5,0.59844
5055000,3.712,1059.2,0.59833
5056000,3.712,1049.4,0.59822
5057000,3.712,1046.5,0.59811
5058000,3.712,1053.3,0.59800
5059000,3.720,1059.0,0.59789
5060000,3.716,1046.0,0.59778
5061000,3.724,1046.8,0.59767
5062000,3.704,1043.4,0.59756
5063000,3.720,1047.6,0.59744
5064000,3.728,1054.9,0.59733
5065000,3.716,1052.1,0.59722
5066000,3.704,1053.2,0.59711
5067000,3.716,1042.6,0.59700
5068000,3.712,1046.0,0.59689
5069000,3.716,1050.5,0.59678
5070000,3.720,1053.8,0.59667
5071000,3.708,1050.8,0.59656
5072000,3.708,1050.4,0.59644
5073000,3.732,1049.2,0.59633
5074000,3.716,1050.7,0.59622
5075000,3.720,1047.2,0.59611
5076000,3.716,1053.0,0.59600
5077000,3.720,1050.9,0.59589
5078000,3.712,1055.1,0.59578
5079000,3.716,1049.5,0.59567
5080000,3.704,1046.4,0.59556
5081000,3.696,1049.8,0.59544
5082000,3.700,1053.3,0.59533
5083000,3.708,1048.1,0.59522
5084000,3.708,1050.2,0.59511
5085000,3.708,1049.7,0.59500
5086000,3.704,1048.2,0.59489
5087000,3.692,1054.3,0.59478
5088000,3.704,1049.2,0.59467
5089000,3.696,1051.7,0.59456
5090000,3.708,1048.0,0.59444
5091000,3.708,1054.3,0.59433
5092000,3.704,1045.3,0.59422
5093000,3.696,1053.5,0.59411
5094000,3.708,1049.7,0.59400
5095000,3.728,1048.5,0.59389
5096000,3.708,1048.3,0.59378
5097000,3.708,1046.9,0.59367
5098000,3.700,1053.5,0.59356
5099000,3.696,1049.8,0.59344
5100000,3.712,1045.4,0.59333
5101000,3.684,1047.8,0.59322
5102000,3.696,1057.1,0.59311
5103000,3.716,1049.0,0.59300
5104000,3.704,1049.4,0.59289
5105000,3.692,1045.1,0.59278
5106000,3.708,1049.3,0.59267
5107000,3.700,1051.2,0.59256
5108000,3.688,1050.1,0.59244
5109000,3.704,1051.8,0.59233
5110000,3.704,1057.9,0.59222
5111000,3.704,1046.2,0.59211
5112000,3.704,1048.7,0.59200
5113000,3.692,1050.1,0.59189
5114000,3.704,1043.5,0.59178
5115000,3.704,1055.5,0.59167
5116000,3.708,1053.3,0.59156
5117000,3.696,1051.1,0.59144
5118000,3.712,1050.8,0.59133
5119000,3.708,1052.1,0.59122
5120000,3.700,1048.1,0.59111
5121000,3.700,1049.5,0.59100
5122000,3.680,1054.7,0.59089
5123000,3.700,1050.1,0.59078
5124000,3.704,1044.5,0.59067
5125000,3.696,1047.1,0.59056
5126000,3.708,1057.4,0.59044
5127000,3.704,1052.3,0.59033
5128000,3.716,1049.3,0.59022
5129000,3.692,1053.2,0.59011
5130000,3.704,1044.4,0.59000
5131000,3.688,1049.8,0.58989
5132000,3.696,1051.7,0.58978
5133000,3.700,1052.1,0.58967
5134000,3.704,1047.6,0.58956
5135000,3.696,1048.0,0.58944
5136000,3.708,1047.9,0.58933
5137000,3.708,1048.9,0.58922
5138000,3.692,1057.1,0.58911
5139000,3.704,1038.3,0.58900
5140000,3.692,1048.6,0.58889
5141000,3.692,1047.6,0.58878
5142000,3.700,1055.2,0.58867
5143000,3.700,1055.1,0.58856
5144000,3.692,1048.8,0.58844
5145000,3.704,1052.2,0.58833
5146000,3.696,1054.0,0.58822
5147000,3.700,1050.7,0.58811
5148000,3.688,1048.5,0.58800
5149000,3.692,1046.8,0.58789
5150000,3.704,1052.6,0.58778
5151000,3.692,1044.6,0.58767
5152000,3.700,1048.6,0.58756
5153000,3.692,1047.9,0.58744
5154000,3.700,1044.4,0.58733
5155000,3.688,1049.4,0.58722
5156000,3.704,1049.0,0.58711
5157000,3.688,1046.0,0.58700
5158000,3.696,1055.0,0.58689
5159000,3.696,1052.7,0.58678
5160000,3.692,1049.9,0.58667
5161000,3.704,1053.3,0.58656
5162000,3.684,1054.3,0.58644
5163000,3.692,1055.2,0.58633
5164000,3.692,1047.0,0.58622
5165000,3.696,1053.3,0.58611
5166000,3.700,1049.0,0.58600
5167000,3.688,1050.6,0.58589
5168000,3.696,1047.2,0.58578
5169000,3.680,1049.7,0.58567
5170000,3.688,1053.4,0.58556
5171000,3.680,1056.4,0.58544
5172000,3.688,1049.3,0.58533
5173000,3.688,1046.1,0.58522
5174000,3.692,1057.1,0.58511
5175000,3.676,1046.8,0.58500
5176000,3.688,1043.1,0.58489
5177000,3.692,1047.5,0.58478
5178000,3.692,1040.9,0.58467
5179000,3.704,1054.1,0.58456
5180000,3.684,1042.4,0.58444
5181000,3.692,1046.6,0.58433
5182000,3.704,1045.1,0.58422
5183000,3.692,1050.2,0.58411
5184000,3.692,1056.4,0.58400
5185000,3.684,1051.6,0.58389
5186000,3.688,1044.5,0.58378
5187000,3.696,1058.7,0.58367
5188000,3.684,1051.1,0.58356
5189000,3.680,1053.6,0.58344
5190000,3.684,1043.7,0.58333
5191000,3.704,1057.8,0.58322
5192000,3.684,1048.2,0.58311
5193000,3.692,1043.4,0.58300
5194000,3.696,1050.6,0.58289
5195000,3.688,1053.6,0.58278
5196000,3.684,1052.2,0.58267
5197000,3.684,1052.1,0.58256
5198000,3.692,1051.8,0.58244
5199000,3.696,1050.3,0.58233
5200000,3.680,1043.7,0.58222
5201000,3.676,1048.9,0.58211
5202000,3.688,1048.4,0.58200
5203000,3.692,1055.2,0.58189
5204000,3.692,1054.1,0.58178
5205000,3.688,1047.9,0.58167
5206000,3.700,1052.9,0.58156
5207000,3.676,1049.5,0.58144
5208000,3.684,1043.1,0.58133
5209000,3.704,1040.6,0.58122
5210000,3.684,1052.4,0.58111
5211000,3.696,1045.6,0.58100
5212000,3.680,1045.5,0.58089
5213000,3.688,1046.9,0.58078
5214000,3.696,1052.5,0.58067
5215000,3.688,1054.2,0.58056
5216000,3.684,1054.1,0.58044
5217000,3.684,1042.7,0.58033
5218000,3.684,1046.8,0.58022
5219000,3.684,1046.2,0.58011
5220000,3.700,1052.5,0.58000
5221000,3.676,1043.1,0.57989
5222000,3.692,1046.8,0.57978
5223000,3.680,1049.2,0.57967
5224000,3.696,1052.9,0.57956
5225000,3.680,1049.9,0.57944
5226000,3.684,1051.1,0.57933
5227000,3.684,1049.0,0.57922
5228000,3.688,1053.7,0.57911
5229000,3.696,1054.1,0.57900
5230000,3.684,1051.8,0.57889
5231000,3.688,1054.2,0.57878
5232000,3.688,1060.4,0.57867
5233000,3.688,1052.8,0.57856
5234000,3.684,1049.6,0.57844
5235000,3.692,1051.2,0.57833
5236000,3.688,1054.6,0.57822
5237000,3.684,1048.1,0.57811
5238000,3.700,1044.7,0.57800
5239000,3.692,1047.8,0.57789
5240000,3.688,1051.1,0.57778
5241000,3.680,1049.5,0.57767
5242000,3.700,1046.1,0.57756
5243000,3.696,1050.5,0.57744
5244000,3.680,1055.5,0.57733
5245000,3.684,1051.7,0.57722
5246000,3.684,1045.4,0.57711
5247000,3.680,1052.4,0.57700
5248000,3.684,1048.7,0.57689
5249000,3.668,1058.4,0.57678
5250000,3.684,1052.0,0.57667
5251000,3.684,1047.4,0.57656
5252000,3.692,1052.7,0.57644
5253000,3.692,1050.7,0.57633
5254000,3.692,1055.1,0.57622
5255000,3.688,1047.8,0.57611
5256000,3.676,1052.0,0.57600
5257000,3.668,1043.7,0.57589
5258000,3.688,1050.3,0.57578
5259000,3.692,1045.3,0.57567
5260000,3.696,1050.6,0.57556
5261000,3.676,1051.5,0.57544
5262000,3.688,1051.8,0.57533
5263000,3.672,1047.8,0.57522
5264000,3.676,1050.4,0.57511
5265000,3.680,1054.5,0.57500
5266000,3.668,1056.9,0.57489
5267000,3.696,1050.5,0.57478
5268000,3.680,1046.4,0.57467
5269000,3.676,1048.4,0.57456
5270000,3.672,1051.0,0.57444
5271000,3.688,1049.6,0.57433
5272000,3.676,1049.1,0.57422
5273000,3.688,1054.1,0.57411
5274000,3.672,1045.8,0.57400
5275000,3.688,1046.2,0.57389
5276000,3.688,1051.1,0.57378
5277000,3.676,1048.7,0.57367
5278000,3.676,1053.7,0.57356
5279000,3.668,1050.7,0.57344
5280000,3.688,1047.7,0.57333
5281000,3.688,1047.1,0.57322
5282000,3.676,1040.7,0.57311
5283000,3.696,1049.3,0.57300
5284000,3.688,1045.3,0.57289
5285000,3.676,1054.2,0.57278
5286000,3.684,1048.5,0.57267
5287000,3.676,1044.1,0.57256
5288000,3.684,1055.1,0.57244
5289000,3.680,1049.4,0.57233
5290000,3.688,1052.3,0.57222
5291000,3.692,1047.8,0.57211
5292000,3.688,1055.3,0.57200
5293000,3.672,1046.6,0.57189
5294000,3.680,1048.7,0.57178
5295000,3.684,1042.9,0.57167
5296000,3.684,1055.1,0.57156
5297000,3.676,1047.3,0.57144
5298000,3.680,1051.2,0.57133
5299000,3.684,1051.8,0.57122
5300000,3.672,1054.4,0.57111
5301000,3.676,1050.9,0.57100
5302000,3.688,1049.6,0.57089
5303000,3.692,1053.9,0.57078
5304000,3.680,1051.7,0.57067
5305000,3.664,1049.0,0.57056
5306000,3.676,1055.4,0.57044
5307000,3.684,1052.0,0.57033
5308000,3.672,1045.0,0.57022
5309000,3.680,1056.2,0.57011
5310000,3.680,1047.7,0.57000
5311000,3.688,1054.3,0.56989
5312000,3.692,1044.1,0.56978
5313000,3.676,1053.9,0.56967
5314000,3.688,1045.2,0.56956
5315000,3.668,1051.9,0.56944
5316000,3.704,1049.1,0.56933
5317000,3.672,1050.1,0.56922
5318000,3.692,1046.0,0.56911
5319000,3.688,1053.4,0.56900
5320000,3.688,1051.0,0.56889
5321000,3.680,1046.6,0.56878
5322000,3.688,1051.1,0.56867
5323000,3.672,1051.3,0.56856
5324000,3.664,1050.3,0.56844
5325000,3.684,1040.7,0.56833
5326000,3.676,1048.5,0.56822
5327000,3.688,1053.3,0.56811
5328000,3.692,1052.1,0.56800
5329000,3.680,1052.0,0.56789
5330000,3.668,1051.0,0.56778
5331000,3.660,1053.8,0.56767
5332000,3.676,1047.7,0.56756
5333000,3.672,1046.8,0.56744
5334000,3.688,1057.4,0.56733
5335000,3.672,1047.3,0.56722
5336000,3.684,1044.9,0.56711
5337000,3.660,1049.0,0.56700
5338000,3.680,1050.4,0.56689
5339000,3.676,1053.9,0.56678
5340000,3.752,28.5,0.56667
5341000,3.744,30.0,0.56667
5342000,3.744,27.8,0.56667
5343000,3.736,24.2,0.56667
5344000,3.732,25.2,0.56667
5345000,3.736,35.0,0.56667
5346000,3.752,32.9,0.56667
5347000,3.748,29.9,0.56667
5348000,3.740,32.1,0.56667
5349000,3.756,33.0,0.56667
5350000,3.732,27.5,0.56667
5351000,3.748,25.9,0.56667
5352000,3.736,34.5,0.56667
5353000,3.736,21.5,0.56667
5354000,3.744,32.2,0.56667
5355000,3.740,30.7,0.56667
5356000,3.748,34.1,0.56667
5357000,3.744,32.3,0.56667
5358000,3.748,32.1,0.56667
5359000,3.748,26.3,0.56667
5360000,3.756,33.2,0.56667
5361000,3.736,31.7,0.56667
5362000,3.744,26.8,0.56667
5363000,3.744,30.8,0.56667
5364000,3.736,25.5,0.56667
5365000,3.724,21.6,0.56667
5366000,3.764,29.5,0.56667
5367000,3.740,37.2,0.56667
5368000,3.736,30.6,0.56667
5369000,3.740,24.8,0.56667
5370000,3.748,29.1,0.56667
5371000,3.756,31.0,0.56667
5372000,3.748,28.7,0.56667
5373000,3.740,25.6,0.56667
5374000,3.756,24.0,0.56667
5375000,3.736,28.6,0.56667
5376000,3.740,29.7,0.56667
5377000,3.744,36.6,0.56667
5378000,3.760,32.7,0.56667
5379000,3.752,26.2,0.56667
5380000,3.752,32.2,0.56667
5381000,3.740,31.4,0.56667
5382000,3.748,32.2,0.56667
5383000,3.760,31.4,0.56667
5384000,3.756,32.7,0.56667
5385000,3.760,32.6,0.56667
5386000,3.752,36.0,0.56667
5387000,3.760,30.7,0.56667
5388000,3.744,28.0,0.56667
5389000,3.752,32.0,0.56667
5390000,3.756,25.2,0.56667
5391000,3.740,35.7,0.56667
5392000,3.732,34.1,0.56667
5393000,3.768,28.4,0.56667
5394000,3.756,28.7,0.56667
5395000,3.740,33.1,0.56667
5396000,3.756,30.3,0.56667
5397000,3.744,37.4,0.56667
5398000,3.748,28.5,0.56667
5399000,3.764,25.9,0.56667
5400000,3.752,30.1,0.56667
5401000,3.752,27.9,0.56667
5402000,3.744,28.1,0.56667
5403000,3.752,29.0,0.56667
5404000,3.756,27.0,0.56667
5405000,3.752,31.0,0.56667
5406000,3.776,29.4,0.56667
5407000,3.748,38.5,0.56667
5408000,3.748,26.3,0.56667
5409000,3.756,34.2,0.56667
5410000,3.772,31.0,0.56667
5411000,3.764,30.0,0.56667
5412000,3.752,32.1,0.56667
5413000,3.752,34.2,0.56667
5414000,3.752,35.4,0.56667
5415000,3.748,28.1,0.56667
5416000,3.756,26.3,0.56667
5417000,3.756,20.3,0.56667
5418000,3.764,28.0,0.56667
5419000,3.752,31.7,0.56667
5420000,3.756,28.2,0.56667
5421000,3.752,35.9,0.56667
5422000,3.752,27.1,0.56667
5423000,3.760,24.1,0.56667
5424000,3.768,30.8,0.56667
5425000,3.780,34.2,0.56667
5426000,3.756,29.7,0.56667
5427000,3.764,24.8,0.56667
5428000,3.764,30.5,0.56667
5429000,3.764,25.4,0.56667
5430000,3.760,30.8,0.56667
5431000,3.768,27.3,0.56667
5432000,3.752,38.2,0.56667
5433000,3.736,32.9,0.56667
5434000,3.744,32.7,0.56667
5435000,3.752,27.9,0.56667
5436000,3.768,29.1,0.56667
5437000,3.756,22.6,0.56667
5438000,3.772,27.9,0.56667
5439000,3.752,31.7,0.56667
5440000,3.772,28.1,0.56667
5441000,3.752,32.9,0.56667
5442000,3.760,28.9,0.56667
5443000,3.748,27.8,0.56667
5444000,3.772,27.3,0.56667
5445000,3.760,28.5,0.56667
5446000,3.780,30.6,0.56667
5447000,3.772,30.0,0.56667
5448000,3.760,27.6,0.56667
5449000,3.756,30.1,0.56667
5450000,3.768,29.2,0.56667
5451000,3.760,26.8,0.56667
5452000,3.756,32.8,0.56667
5453000,3.764,34.4,0.56667
5454000,3.748,29.3,0.56667
5455000,3.764,28.5,0.56667
5456000,3.768,37.0,0.56667
5457000,3.752,34.5,0.56667
5458000,3.772,29.5,0.56667
5459000,3.772,26.4,0.56667
5460000,3.704,1052.9,0.56667
5461000,3.696,1048.7,0.56656
5462000,3.708,1057.1,0.56644
5463000,3.696,1051.4,0.56633
5464000,3.700,1050.2,0.56622
5465000,3.708,1051.6,0.56611
5466000,3.688,1046.9,0.56600
5467000,3.684,1050.3,0.56589
5468000,3.696,1048.7,0.56578
5469000,3.716,1052.0,0.56567
5470000,3.716,1042.2,0.56556
5471000,3.700,1049.1,0.56544
5472000,3.704,1044.3,0.56533
5473000,3.696,1050.2,0.56522
5474000,3.696,1042.3,0.56511
5475000,3.692,1053.4,0.56500
5476000,3.704,1054.7,0.56489
5477000,3.708,1047.4,0.56478
5478000,3.696,1050.2,0.56467
5479000,3.696,1050.4,0.56456
5480000,3.692,1039.5,0.56444
5481000,3.708,1044.5,0.56433
5482000,3.700,1056.3,0.56422
5483000,3.684,1049.0,0.56411
5484000,3.708,1047.4,0.56400
5485000,3.672,1047.2,0.56389
5486000,3.704,1054.1,0.56378
5487000,3.700,1056.6,0.56367
5488000,3.692,1054.8,0.56356
5489000,3.692,1041.7,0.56344
5490000,3.688,1052.5,0.56333
5491000,3.684,1049.3,0.56322
5492000,3.704,1046.0,0.56311
5493000,3.688,1057.5,0.56300
5494000,3.680,1051.1,0.56289
5495000,3.704,1052.6,0.56278
5496000,3.692,1043.9,0.56267
5497000,3.692,1052.2,0.56256
5498000,3.704,1056.6,0.56244
5499000,3.692,1049.1,0.56233
5500000,3.680,1050.3,0.56222
5501000,3.692,1051.1,0.56211
5502000,3.680,1050.9,0.56200
5503000,3.684,1048.1,0.56189
5504000,3.688,1046.6,0.56178
5505000,3.692,1051.7,0.56167
5506000,3.680,1046.6,0.56156
5507000,3.684,1056.2,0.56144
5508000,3.684,1050.1,0.56133
5509000,3.692,1054.5,0.56122
5510000,3.684,1054.5,0.56111
5511000,3.700,1046.5,0.56100
5512000,3.680,1053.4,0.56089
5513000,3.680,1055.7,0.56078
5514000,3.696,1055.6,0.56067
5515000,3.688,1046.3,0.56056
5516000,3.704,1053.1,0.56044
5517000,3.692,1047.0,0.56033
5518000,3.672,1050.1,0.56022
5519000,3.680,1049.5,0.56011
5520000,3.684,1045.8,0.56000
5521000,3.684,1053.8,0.55989
5522000,3.680,1047.8,0.55978
5523000,3.684,1050.0,0.55967
5524000,3.684,1054.4,0.55956
5525000,3.676,1044.4,0.55944
5526000,3.688,1050.7,0.55933
5527000,3.696,1055.2,0.55922
5528000,3.684,1050.5,0.55911
5529000,3.684,1044.2,0.55900
5530000,3.680,1045.7,0.55889
5531000,3.680,1062.1,0.55878
5532000,3.684,1046.5,0.55867
5533000,3.672,1047.9,0.55856
5534000,3.688,1058.4,0.55844
5535000,3.676,1051.4,0.55833
5536000,3.692,1048.8,0.55822
5537000,3.652,1051.2,0.55811
5538000,3.680,1059.7,0.55800
5539000,3.688,1051.4,0.55789
5540000,3.684,1051.9,0.55778
5541000,3.668,1048.3,0.55767
5542000,3.688,1051.1,0.55756
5543000,3.672,1047.4,0.55744
5544000,3.672,1054.9,0.55733
5545000,3.672,1048.4,0.55722
5546000,3.664,1049.7,0.55711
5547000,3.676,1047.8,0.55700
5548000,3.684,1050.9,0.55689
5549000,3.688,1057.4,0.55678
5550000,3.676,1053.7,0.55667
5551000,3.676,1047.5,0.55656
5552000,3.680,1052.3,0.55644
5553000,3.672,1052.5,0.55633
5554000,3.684,1053.1,0.55622
5555000,3.676,1053.5,0.55611
5556000,3.668,1046.7,0.55600
5557000,3.676,1047.3,0.55589
5558000,3.664,1052.1,0.55578
5559000,3.676,1048.0,0.55567
5560000,3.676,1046.4,0.55556
5561000,3.668,1048.8,0.55544
5562000,3.676,1050.2,0.55533
5563000,3.672,1046.6,0.55522
5564000,3.668,1051.9,0.55511
5565000,3.660,1043.4,0.55500
5566000,3.664,1048.3,0.55489
5567000,3.688,1048.6,0.55478
5568000,3.672,1044.5,0.55467
5569000,3.676,1058.5,0.55456
5570000,3.672,1048.5,0.55444
5571000,3.684,1051.7,0.55433
5572000,3.664,1047.9,0.55422
5573000,3.672,1044.5,0.55411
5574000,3.668,1044.4,0.55400
5575000,3.680,1046.4,0.55389
5576000,3.676,1048.0,0.55378
5577000,3.672,1043.6,0.55367
5578000,3.668,1045.2,0.55356
5579000,3.680,1058.8,0.55344
5580000,3.696,1049.5,0.55333
5581000,3.680,1046.3,0.55322
5582000,3.668,1043.9,0.55311
5583000,3.672,1044.6,0.55300
5584000,3.668,1050.2,0.55289
5585000,3.664,1054.4,0.55278
5586000,3.676,1051.3,0.55267
5587000,3.664,1044.1,0.55256
5588000,3.676,1050.2,0.55244
5589000,3.668,1055.7,0.55233
5590000,3.664,1048.7,0.55222
5591000,3.668,1051.3,0.55211
5592000,3.668,1048.9,0.55200
5593000,3.664,1052.2,0.55189
5594000,3.672,1046.9,0.55178
5595000,3.664,1037.9,0.55167
5596000,3.680,1045.4,0.55156
5597000,3.664,1048.2,0.55144
5598000,3.664,1049.8,0.55133
5599000,3.668,1048.4,0.55122
5600000,3.664,1048.3,0.55111
5601000,3.660,1046.0,0.55100
5602000,3.672,1050.2,0.55089
5603000,3.676,1044.3,0.55078
5604000,3.676,1053.1,0.55067
5605000,3.672,1051.2,0.55056
5606000,3.664,1058.7,0.55044
5607000,3.656,1045.8,0.55033
5608000,3.680,1057.0,0.55022
5609000,3.660,1046.3,0.55011
5610000,3.676,1048.7,0.55000
5611000,3.652,1044.9,0.54989
5612000,3.668,1058.7,0.54978
5613000,3.664,1051.8,0.54967
5614000,3.656,1051.9,0.54956
5615000,3.668,1046.6,0.54944
5616000,3.664,1040.9,0.54933
5617000,3.664,1048.5,0.54922
5618000,3.660,1047.8,0.54911
5619000,3.668,1042.7,0.54900
5620000,3.656,1048.8,0.54889
5621000,3.664,1050.3,0.54878
5622000,3.648,1048.2,0.54867
5623000,3.656,1052.7,0.54856
5624000,3.660,1050.3,0.54844
5625000,3.676,1048.4,0.54833
5626000,3.676,1052.1,0.54822
5627000,3.668,1051.3,0.54811
5628000,3.664,1042.9,0.54800
5629000,3.676,1049.1,0.54789
5630000,3.668,1048.0,0.54778
5631000,3.676,1050.9,0.54767
5632000,3.672,1049.5,0.54756
5633000,3.652,1043.2,0.54744
5634000,3.672,1040.9,0.54733
5635000,3.672,1052.7,0.54722
5636000,3.660,1047.3,0.54711
5637000,3.676,1049.5,0.54700
5638000,3.672,1056.8,0.54689
5639000,3.676,1051.3,0.54678
5640000,3.660,1049.0,0.54667
5641000,3.656,1049.5,0.54656
5642000,3.656,1049.3,0.54644
5643000,3.668,1054.1,0.54633
5644000,3.652,1055.7,0.54622
5645000,3.652,1057.6,0.54611
5646000,3.660,1045.2,0.54600
5647000,3.664,1055.2,0.54589
5648000,3.656,1049.0,0.54578
5649000,3.672,1044.5,0.54567
5650000,3.672,1053.2,0.54556
5651000,3.640,1051.6,0.54544
5652000,3.668,1045.0,0.54533
5653000,3.660,1048.5,0.54522
5654000,3.672,1045.6,0.54511
5655000,3.668,1051.8,0.54500
5656000,3.664,1047.5,0.54489
5657000,3.660,1044.6,0.54478
5658000,3.648,1039.9,0.54467
5659000,3.680,1048.7,0.54456
5660000,3.652,1042.8,0.54444
5661000,3.676,1050.9,0.54433
5662000,3.668,1050.8,0.54422
5663000,3.656,1048.6,0.54411
5664000,3.656,1050.3,0.54400
5665000,3.648,1052.9,0.54389
5666000,3.660,1053.6,0.54378
5667000,3.648,1049.1,0.54367
5668000,3.672,1046.1,0.54356
5669000,3.664,1049.2,0.54344
5670000,3.660,1046.5,0.54333
5671000,3.660,1044.5,0.54322
5672000,3.664,1051.5,0.54311
5673000,3.660,1046.4,0.54300
5674000,3.660,1052.1,0.54289
5675000,3.676,1048.9,0.54278
5676000,3.668,1046.2,0.54267
5677000,3.664,1045.4,0.54256
5678000,3.656,1052.8,0.54244
5679000,3.644,1045.1,0.54233
5680000,3.664,1047.5,0.54222
5681000,3.660,1045.7,0.54211
5682000,3.660,1044.1,0.54200
5683000,3.660,1045.4,0.54189
5684000,3.652,1048.0,0.54178
5685000,3.652,1047.4,0.54167
5686000,3.668,1044.7,0.54156
5687000,3.640,1048.6,0.54144
5688000,3.668,1047.5,0.54133
5689000,3.672,1047.0,0.54122
5690000,3.664,1046.6,0.54111
5691000,3.664,1054.1,0.54100
5692000,3.652,1044.5,0.54089
5693000,3.652,1054.7,0.54078
5694000,3.656,1053.9,0.54067
5695000,3.648,1050.6,0.54056
5696000,3.652,1047.6,0.54044
5697000,3.660,1050.9,0.54033
5698000,3.656,1051.9,0.54022
5699000,3.660,1046.3,0.54011
5700000,3.668,1045.9,0.54000
5701000,3.656,1049.5,0.53989
5702000,3.656,1051.8,0.53978
5703000,3.648,1043.4,0.53967
5704000,3.660,1054.2,0.53956
5705000,3.660,1043.3,0.53944
5706000,3.652,1047.8,0.53933
5707000,3.664,1045.4,0.53922
5708000,3.652,1042.1,0.53911
5709000,3.672,1050.5,0.53900
5710000,3.652,1052.2,0.53889
5711000,3.648,1056.1,0.53878
5712000,3.660,1051.1,0.53867
5713000,3.664,1046.5,0.53856
5714000,3.664,1047.9,0.53844
5715000,3.660,1042.6,0.53833
5716000,3.668,1048.4,0.53822
5717000,3.668,1049.8,0.53811
5718000,3.656,1052.0,0.53800
5719000,3.664,1053.2,0.53789
5720000,3.640,1051.9,0.53778
5721000,3.668,1046.1,0.53767
5722000,3.664,1045.0,0.53756
5723000,3.652,1052.8,0.53744
5724000,3.652,1042.0,0.53733
5725000,3.648,1058.3,0.53722
5726000,3.648,1046.8,0.53711
5727000,3.656,1054.9,0.53700
5728000,3.668,1047.5,0.53689
5729000,3.648,1052.3,0.53678
5730000,3.664,1045.1,0.53667
5731000,3.644,1050.1,0.53656
5732000,3.648,1042.9,0.53644
